generation,count,is_initialized,f_proxy_scalar,g_al_proxy,lam,mu,al_pen_proxy,g_al_min,g_al_max,g_al_std,n_feasible_parents,pen_to_f_ratio,n_proxy_set,proxy_front_only,proxy_g_quantile,proxy_front_min_size
40,0,False,0.8906483376190476,[-2759.5931649270915],[0.0],[0.0],0.0,-3521.0308337894726,-2268.279496103073,353.9682073148561,24,0.0,24,True,0.75,12
41,0,False,0.8946530122619049,[-2759.5931649270915],[0.0],[0.0],0.0,-3521.0308337894726,-2268.279496103073,353.5544472889979,24,0.0,24,True,0.75,12
42,0,False,0.8946530122619049,[-2759.5931649270915],[0.0],[0.0],0.0,-3521.0308337894726,-2268.279496103073,353.5544472889979,24,0.0,24,True,0.75,12
43,0,False,0.8925245566666667,[-2759.5931649270915],[0.0],[0.0],0.0,-3521.0308337894726,-2336.6123793723873,370.83404504750087,24,0.0,24,True,0.75,12
44,0,False,0.8900836619047622,[-2757.9744082338675],[0.0],[0.0],0.0,-3521.0308337894726,-2336.6123793723873,372.8350427324865,24,0.0,24,True,0.75,12
45,0,False,0.8895570365476191,[-2865.598395753079],[0.0],[0.0],0.0,-3521.0308337894726,-2336.6123793723873,357.5601116554557,24,0.0,24,True,0.75,12
46,0,False,0.880605048452381,[-2865.598395753079],[0.0],[0.0],0.0,-3521.0308337894726,-2336.6123793723873,358.18011833525003,24,0.0,24,True,0.75,12
47,0,False,0.880605048452381,[-2865.598395753079],[0.0],[0.0],0.0,-3521.0308337894726,-2336.6123793723873,358.18011833525003,24,0.0,24,True,0.75,12
48,0,False,0.8716699861904762,[-2898.802911341064],[0.0],[0.0],0.0,-3532.6950930865178,-2336.6123793723873,343.5903706717782,24,0.0,24,True,0.75,12
49,0,False,0.8717891398809524,[-2898.802911341064],[0.0],[0.0],0.0,-3532.6950930865178,-2336.6123793723873,349.22103413980625,24,0.0,24,True,0.75,12
50,0,False,0.8717891398809524,[-2898.802911341064],[0.0],[0.0],0.0,-3532.6950930865178,-2336.6123793723873,349.22103413980625,24,0.0,24,True,0.75,12
51,0,False,0.8706584273809526,[-2911.338517012895],[0.0],[0.0],0.0,-3532.6950930865178,-2336.6123793723873,346.146432112086,24,0.0,24,True,0.75,12
52,0,False,0.8678731840476189,[-2911.338517012895],[0.0],[0.0],0.0,-3532.6950930865178,-2336.6123793723873,344.0445301912607,24,0.0,24,True,0.75,12
53,0,False,0.8630162028571428,[-2974.6291968376536],[0.0],[0.0],0.0,-3532.6950930865178,-2625.6367169038476,267.1720888531654,24,0.0,24,True,0.75,12
54,0,False,0.8674563997619046,[-3077.6839151831696],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,261.23507198099963,24,0.0,24,True,0.75,12
55,0,False,0.8674563997619046,[-3077.6839151831696],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,261.23507198099963,24,0.0,24,True,0.75,12
56,0,False,0.8573340829761905,[-3062.3005760539822],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,266.8873098696691,24,0.0,24,True,0.75,12
57,0,False,0.8545881782142857,[-3062.3005760539822],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,268.82837338155593,24,0.0,24,True,0.75,12
58,0,False,0.8514727760714283,[-3062.3005760539822],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,269.0032083812987,24,0.0,24,True,0.75,12
59,0,False,0.8514727760714283,[-3062.3005760539822],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,269.0032083812987,24,0.0,24,True,0.75,12
60,0,False,0.8514727760714283,[-3062.3005760539822],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,269.0032083812987,24,0.0,24,True,0.75,12
61,0,False,0.8516998558333332,[-3062.3005760539822],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,271.56675702711215,24,0.0,24,True,0.75,12
62,0,False,0.8516998558333332,[-3062.3005760539822],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,271.56675702711215,24,0.0,24,True,0.75,12
63,0,False,0.8516998558333332,[-3062.3005760539822],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,271.56675702711215,24,0.0,24,True,0.75,12
64,0,False,0.8516998558333332,[-3062.3005760539822],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,271.56675702711215,24,0.0,24,True,0.75,12
65,0,False,0.8506954116666666,[-3062.3005760539822],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,271.1686705036117,24,0.0,24,True,0.75,12
66,0,False,0.8495344769047618,[-2999.019719306643],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,273.9656843275117,24,0.0,24,True,0.75,12
67,0,False,0.8475726175,[-2999.019719306643],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,272.75375376115113,24,0.0,24,True,0.75,12
68,0,False,0.8520249932142857,[-2964.7345381293608],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,272.76586564810145,24,0.0,24,True,0.75,12
69,0,False,0.8520249932142857,[-2964.7345381293608],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,272.76586564810145,24,0.0,24,True,0.75,12
70,0,False,0.852857320952381,[-2964.7345381293608],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,276.71020923909896,24,0.0,24,True,0.75,12
71,0,False,0.8510134209523811,[-2964.7345381293608],[0.0],[0.0],0.0,-3532.6950930865178,-2625.5677790322266,272.73896643473955,24,0.0,24,True,0.75,12
72,0,False,0.849381597261905,[-2898.802911341064],[0.0],[0.0],0.0,-3532.6950930865178,-2545.9544783339124,291.4871008987135,24,0.0,24,True,0.75,12
73,0,False,0.8500194260714288,[-2898.802911341064],[0.0],[0.0],0.0,-3532.6950930865178,-2545.9544783339124,287.6763339302453,24,0.0,24,True,0.75,12
74,0,False,0.8481641852380953,[-2898.802911341064],[0.0],[0.0],0.0,-3532.6950930865178,-2545.9544783339124,286.2720427973028,24,0.0,24,True,0.75,12
75,0,False,0.8470752047619049,[-2898.802911341064],[0.0],[0.0],0.0,-3532.6950930865178,-2545.9544783339124,292.3950006441085,24,0.0,24,True,0.75,12
76,0,False,0.8482949422619049,[-2898.802911341064],[0.0],[0.0],0.0,-3532.6950930865178,-2545.9544783339124,293.7456352148776,24,0.0,24,True,0.75,12
77,0,False,0.8370284006904761,[-3030.389351148303],[0.0],[0.0],0.0,-3559.891696750896,-2545.9544783339124,275.3453556839569,24,0.0,24,True,0.75,12
78,0,False,0.8316163643809524,[-3000.3495081535802],[0.0],[0.0],0.0,-3559.891696750896,-2545.9544783339124,275.6319586036358,24,0.0,24,True,0.75,12
79,0,False,0.825880552702381,[-3000.3495081535802],[0.0],[0.0],0.0,-3559.891696750896,-2545.9544783339124,279.3048741450399,24,0.0,24,True,0.75,12
80,0,False,0.8244834491309524,[-3000.3495081535802],[0.0],[0.0],0.0,-3559.891696750896,-2545.9544783339124,287.12679194808396,24,0.0,24,True,0.75,12
81,0,False,0.8233550630595238,[-3000.3495081535802],[0.0],[0.0],0.0,-3559.891696750896,-2545.9544783339124,279.38515444734327,24,0.0,24,True,0.75,12
82,0,False,0.8187383559166667,[-3000.3495081535802],[0.0],[0.0],0.0,-3559.891696750896,-2545.9544783339124,281.5468188355467,24,0.0,24,True,0.75,12
83,0,False,0.8154831527023813,[-3000.3495081535802],[0.0],[0.0],0.0,-3559.891696750896,-2545.9544783339124,287.8005758502304,24,0.0,24,True,0.75,12
84,0,False,0.8154831527023813,[-3000.3495081535802],[0.0],[0.0],0.0,-3559.891696750896,-2545.9544783339124,287.8005758502304,24,0.0,24,True,0.75,12
85,0,False,0.7981050496071429,[-3000.3495081535802],[0.0],[0.0],0.0,-3559.891696750896,-2545.9544783339124,287.9729567681331,24,0.0,24,True,0.75,12
86,0,False,0.7981050496071429,[-3000.3495081535802],[0.0],[0.0],0.0,-3559.891696750896,-2545.9544783339124,287.9729567681331,24,0.0,24,True,0.75,12
87,0,False,0.780139440642857,[-2852.2979223052357],[0.0],[0.0],0.0,-3570.153516601234,-2545.9544783339124,284.0784031928039,24,0.0,12,True,0.75,12
88,0,False,0.7775072930238095,[-2852.2979223052357],[0.0],[0.0],0.0,-3570.153516601234,-2545.9544783339124,279.22963358631114,24,0.0,12,True,0.75,12
89,0,False,0.7775072930238095,[-2852.2979223052357],[0.0],[0.0],0.0,-3570.153516601234,-2545.9544783339124,283.01345780224983,24,0.0,12,True,0.75,12
90,0,False,0.7590621420714286,[-2852.2979223052357],[0.0],[0.0],0.0,-3570.153516601234,-2545.9544783339124,280.07722239069113,24,0.0,12,True,0.75,12
91,0,False,0.7570997992142857,[-2852.2979223052357],[0.0],[0.0],0.0,-3570.153516601234,-2545.9544783339124,273.1196051205783,24,0.0,12,True,0.75,12
92,0,False,0.7801146937738097,[-3048.904797526961],[0.0],[0.0],0.0,-3570.153516601234,-2545.9544783339124,264.1749472456617,24,0.0,24,True,0.75,12
93,0,False,0.77003211675,[-2970.2516983716528],[0.0],[0.0],0.0,-3570.153516601234,-2545.9544783339124,267.2119979910251,24,0.0,24,True,0.75,12
94,0,False,0.7668800198452382,[-2970.2516983716528],[0.0],[0.0],0.0,-3570.153516601234,-2545.9544783339124,265.45933167171995,24,0.0,24,True,0.75,12
95,0,False,0.7652997525833335,[-2970.2516983716528],[0.0],[0.0],0.0,-3570.153516601234,-2545.9544783339124,261.4365064728358,24,0.0,24,True,0.75,12
96,0,False,0.7652997525833335,[-2970.2516983716528],[0.0],[0.0],0.0,-3570.153516601234,-2545.9544783339124,261.4365064728358,24,0.0,24,True,0.75,12
97,0,False,0.7675017076666668,[-2889.00258104574],[0.0],[0.0],0.0,-3570.153516601234,-2545.9544783339124,277.00389305259733,24,0.0,24,True,0.75,12
98,0,False,0.7651076957619048,[-2889.00258104574],[0.0],[0.0],0.0,-3570.153516601234,-2545.9544783339124,265.1024167138508,24,0.0,24,True,0.75,12
99,0,False,0.7584970965952382,[-2854.900069388017],[0.0],[0.0],0.0,-3570.153516601234,-2545.9544783339124,281.1375319299306,24,0.0,24,True,0.75,12
100,0,False,0.7584970965952382,[-2854.900069388017],[0.0],[0.0],0.0,-3570.153516601234,-2545.9544783339124,281.1375319299306,24,0.0,24,True,0.75,12
101,0,False,0.7560282838571432,[-2854.900069388017],[0.0],[0.0],0.0,-3570.153516601234,-2545.9544783339124,285.15510731418556,24,0.0,24,True,0.75,12
102,0,False,0.7560282838571432,[-2831.6667360546835],[0.0],[0.0],0.0,-3546.9201832679005,-2522.721145000579,285.15510731418556,24,0.0,24,True,0.75,12
103,0,False,0.7577928372500002,[-2793.238279339225],[0.0],[0.0],0.0,-3419.4180612660853,-2402.2930365436687,291.6452643589621,24,0.0,24,True,0.75,12
104,0,False,0.7577758956547621,[-2770.004946005891],[0.0],[0.0],0.0,-3396.1847279327512,-2379.0597032103346,294.2348751923625,24,0.0,24,True,0.75,12
105,0,False,0.7546871557738096,[-2746.7716126725577],[0.0],[0.0],0.0,-3285.7874829656207,-2355.8263698770015,289.60172869356103,24,0.0,24,True,0.75,12
106,0,False,0.7476906997023812,[-2733.930660311028],[0.0],[0.0],0.0,-3262.5541496322876,-2332.5930365436684,287.4097877831635,24,0.0,24,True,0.75,12
107,0,False,0.7470064070833335,[-2710.6973269776945],[0.0],[0.0],0.0,-3239.320816298954,-2309.359703210335,288.45273924348567,24,0.0,24,True,0.75,12
108,0,False,0.7470064070833335,[-2687.463993644361],[0.0],[0.0],0.0,-3216.087482965621,-2286.1263698770017,288.45273924348567,24,0.0,24,True,0.75,12
109,0,False,0.7470064070833335,[-2664.2306603110283],[0.0],[0.0],0.0,-3192.8541496322878,-2262.8930365436686,288.45273924348567,24,0.0,24,True,0.75,12
110,0,False,0.7470064070833335,[-2640.997326977694],[0.0],[0.0],0.0,-3169.6208162989537,-2239.6597032103346,288.45273924348567,24,0.0,24,True,0.75,12
111,0,False,0.7392525440833335,[-2617.763993644361],[0.0],[0.0],0.0,-3145.702676530501,-2216.4263698770014,277.216089368091,24,0.0,24,True,0.75,12
112,0,False,0.751265929357143,[-2551.1747903572345],[0.0],[0.0],0.0,-3122.4693431971677,-2193.1930365436683,279.1877689063953,24,0.0,24,True,0.75,12
113,0,False,0.7412962301190479,[-2527.9414570239014],[0.0],[0.0],0.0,-3099.2360098638346,-2169.959703210335,277.42647872523014,24,0.0,24,True,0.75,12
114,0,False,0.7353460992857143,[-2504.708123690568],[0.0],[0.0],0.0,-3076.002676530501,-2146.7263698770016,278.0547323868683,24,0.0,24,True,0.75,12
115,0,False,0.739536214761905,[-2481.4747903572343],[0.0],[0.0],0.0,-3248.6458764863823,-2123.493036543668,287.6709148695656,24,0.0,24,True,0.75,12
116,0,False,0.748271102261905,[-2380.7064658976647],[0.0],[0.0],0.0,-3225.4125431530492,-2100.259703210335,277.05001585872117,24,0.0,24,True,0.75,12
117,0,False,0.7479450910714287,[-2357.473132564331],[0.0],[0.0],0.0,-3202.1792098197157,-2077.0263698770013,277.7308659339477,24,0.0,24,True,0.75,12
118,0,False,0.7479450910714287,[-2334.2397992309984],[0.0],[0.0],0.0,-3178.945876486383,-2053.7930365436687,277.7308659339477,24,0.0,24,True,0.75,12
119,0,False,0.748099874857143,[-2311.006465897665],[0.0],[0.0],0.0,-3155.7125431530494,-2008.9255552049863,293.54896547610304,24,0.0,24,True,0.75,12
120,0,False,0.748099874857143,[-2287.773132564331],[0.0],[0.0],0.0,-3132.4792098197154,-1985.6922218716522,293.54896547610304,24,0.0,24,True,0.75,12
121,0,False,0.7482659705952383,[-2263.484826211229],[0.0],[0.0],0.0,-3109.2458764863827,-1962.4588885383196,294.6337618130613,24,0.0,24,True,0.75,12
122,0,False,0.7416027684523812,[-2318.841457023901],[0.0],[0.0],0.0,-3086.012543153049,-1939.225555204986,303.18792639390324,24,0.0,24,True,0.75,12
123,0,False,0.739858953809524,[-2295.6081236905675],[0.0],[0.0],0.0,-3062.7792098197156,-1915.9922218716524,302.2943668593956,24,0.0,24,True,0.75,12
124,0,False,0.739858953809524,[-2272.374790357235],[0.0],[0.0],0.0,-3039.545876486383,-1892.7588885383198,302.2943668593956,24,0.0,24,True,0.75,12
125,0,False,0.739858953809524,[-2249.1414570239012],[0.0],[0.0],0.0,-3016.3125431530493,-1869.5255552049862,302.2943668593956,24,0.0,24,True,0.75,12
126,0,False,0.739858953809524,[-2225.9081236905677],[0.0],[0.0],0.0,-2993.0792098197157,-1846.2922218716526,302.2943668593956,24,0.0,24,True,0.75,12
127,0,False,0.7390338640476193,[-2202.6747903572345],[0.0],[0.0],0.0,-2969.8458764863826,-1823.0588885383195,296.3838924159793,24,0.0,24,True,0.75,12
128,0,False,0.746221138452381,[-2100.851492877896],[0.0],[0.0],0.0,-2946.6125431530495,-1799.8255552049864,303.29121719467435,24,0.0,24,True,0.75,12
129,0,False,0.746221138452381,[-2077.6181595445623],[0.0],[0.0],0.0,-2923.379209819716,-1776.5922218716528,303.29121719467435,24,0.0,24,True,0.75,12
130,0,False,0.7381707450000001,[-2132.9747903572347],[0.0],[0.0],0.0,-2900.145876486383,-1753.3588885383197,296.05616652220635,24,0.0,24,True,0.75,12
131,0,False,0.7381707450000001,[-2109.741457023901],[0.0],[0.0],0.0,-2876.9125431530492,-1730.125555204986,296.05616652220635,24,0.0,24,True,0.75,12
132,0,False,0.7356724929523811,[-2007.918159544562],[0.0],[0.0],0.0,-2853.6792098197157,-1706.8922218716525,285.65973101310044,24,0.0,12,True,0.75,12
133,0,False,0.7222047310769233,[-1987.8036471562982],[0.0],[0.0],0.0,-2830.4458764863825,-1683.6588885383194,289.77361636706416,24,0.0,13,True,0.75,12
134,0,False,0.7187760058021979,[-1970.6261797876182],[0.0],[0.0],0.0,-2807.2125431530494,-1660.4255552049863,304.16750271510995,24,0.0,13,True,0.75,12
135,0,False,0.7187760058021979,[-1947.3928464542846],[0.0],[0.0],0.0,-2783.979209819716,-1637.1922218716527,304.16750271510995,24,0.0,13,True,0.75,12
136,0,False,0.7187760058021979,[-1924.1595131209515],[0.0],[0.0],0.0,-2760.7458764863827,-1613.9588885383196,304.16750271510995,24,0.0,13,True,0.75,12
137,0,False,0.7328326610833334,[-1899.4122132964546],[0.0],[0.0],0.0,-2737.512543153049,-1590.725555204986,284.26131656671055,24,0.0,24,True,0.75,12
138,0,False,0.72032056775,[-1876.178879963121],[0.0],[0.0],0.0,-2714.2792098197156,-1567.4922218716524,282.63294157295576,24,0.0,24,True,0.75,12
139,0,False,0.7161993785833335,[-1852.945546629788],[0.0],[0.0],0.0,-2691.0458764863824,-1544.2588885383193,276.37246164160916,24,0.0,24,True,0.75,12
140,0,False,0.7147627070357143,[-1822.0514928778957],[0.0],[0.0],0.0,-2437.9342429106428,-1521.0255552049862,261.17584403694246,24,0.0,24,True,0.75,12
141,0,False,0.7141384160833333,[-1798.8181595445621],[0.0],[0.0],0.0,-2414.700909577309,-1497.7922218716526,256.46917584669694,24,0.0,24,True,0.75,12
142,0,False,0.7253163834642856,[-1760.148014509219],[0.0],[0.0],0.0,-2391.467576243976,-1474.5588885383195,261.2497724766402,24,0.0,24,True,0.75,12
143,0,False,0.7341482252499999,[-1717.5140042085006],[0.0],[0.0],0.0,-2368.2342429106425,-1451.325555204986,265.5648182053126,24,0.0,24,True,0.75,12
144,0,False,0.7195178231071427,[-1713.6813478425522],[0.0],[0.0],0.0,-2345.0009095773094,-1428.0922218716528,257.5052003529376,24,0.0,24,True,0.75,12
145,0,False,0.7266152666785713,[-1690.448014509219],[0.0],[0.0],0.0,-2321.7675762439762,-1404.8588885383197,244.7846986627847,24,0.0,24,True,0.75,12
146,0,False,0.7153629409642855,[-1667.2146811758855],[0.0],[0.0],0.0,-2298.5342429106427,-1381.625555204986,245.06162393017078,24,0.0,24,True,0.75,12
147,0,False,0.7153629409642855,[-1643.981347842552],[0.0],[0.0],0.0,-2275.300909577309,-1358.3922218716525,245.06162393017078,24,0.0,24,True,0.75,12
148,0,False,0.7093593288214285,[-1620.7480145092188],[0.0],[0.0],0.0,-2259.49048928266,-1335.1588885383194,260.0037627326086,24,0.0,24,True,0.75,12
149,0,False,0.6975308519166669,[-1597.5146811758852],[0.0],[0.0],0.0,-2236.2571559493263,-1311.9255552049858,242.4591015271451,24,0.0,24,True,0.75,12
150,0,False,0.6910252213214285,[-1574.2813478425521],[0.0],[0.0],0.0,-2213.023822615993,-1288.6922218716527,240.29859223760874,24,0.0,24,True,0.75,12
151,0,False,0.688900106154762,[-1531.6473375418348],[0.0],[0.0],0.0,-2189.7904892826605,-1265.45888853832,246.2283151641723,24,0.0,24,True,0.75,12
152,0,False,0.6808768804404762,[-1508.4140042085007],[0.0],[0.0],0.0,-2166.5571559493264,-1242.225555204986,240.27948469869574,24,0.0,24,True,0.75,12
153,0,False,0.6955799113928572,[-1472.1619662830806],[0.0],[0.0],0.0,-2143.323822615993,-1218.9922218716524,249.68427747888677,24,0.0,24,True,0.75,12
154,0,False,0.7032693560595238,[-1378.667665317071],[0.0],[0.0],0.0,-2120.09048928266,-1195.7588885383198,279.42981576367924,24,0.0,24,True,0.75,12
155,0,False,0.7021055370119048,[-1219.54792890959],[0.0],[0.0],0.0,-2096.8571559493266,-1172.5255552049862,258.1494177663608,24,0.0,24,True,0.75,12
156,0,False,0.6885172071904763,[-1414.523369901522],[0.0],[0.0],0.0,-2090.3189686854607,-1149.2922218716526,269.73712231096744,24,0.0,24,True,0.75,12
157,0,False,0.6396590713928572,[-1431.626725684719],[0.0],[0.0],0.0,-2067.085635352128,-1145.8355551205418,258.3483977852385,24,0.0,24,True,0.75,12
158,0,False,0.6613062015000003,[-1334.912854449419],[0.0],[0.0],0.0,-2043.852302018794,-1122.6022217872078,267.6189925482754,24,0.0,12,True,0.75,12
159,0,False,0.6613062015000003,[-1311.6795211160854],[0.0],[0.0],0.0,-2020.6189686854605,-1099.3688884538742,268.6669400118969,24,0.0,12,True,0.75,12
160,0,False,0.665844765824176,[-1348.028363376021],[0.0],[0.0],0.0,-1997.3856353521278,-1076.1355551205415,289.6413534821658,24,0.0,13,True,0.75,12
161,0,False,0.665844765824176,[-1324.7950300426874],[0.0],[0.0],0.0,-1974.1523020187942,-1052.902221787208,307.06838874576204,24,0.0,13,True,0.75,12
162,0,False,0.6507458550612247,[-1309.072593119895],[0.0],[0.0],0.0,-1950.9189686854606,-1032.3061532431861,295.347394066341,24,0.0,14,True,0.75,12
163,0,False,0.6543779169142858,[-1293.3501561971032],[0.0],[0.0],0.0,-1927.6856353521275,-1006.1362252179338,318.834227973342,24,0.0,15,True,0.75,12
164,0,False,0.6541586487238097,[-1265.5605287199842],[0.0],[0.0],0.0,-1904.4523020187944,-982.9028918846006,318.59323199249275,24,0.0,15,True,0.75,12
165,0,False,0.6537924294857144,[-1242.3271953866501],[0.0],[0.0],0.0,-1881.2189686854604,-959.6695585512666,316.85900287117283,24,0.0,15,True,0.75,12
166,0,False,0.6560700755000001,[-1224.3266113919658],[0.0],[0.0],0.0,-1857.9856353521277,-936.436225217934,316.3016129423969,24,0.0,16,True,0.75,12
